filename, Fresh, Half-Fresh, Spoiled
SPOILED-320-_JPG.rf.627331cd226ef82c59a01fe34047ab23.jpg, 0, 0, 1
FRESH-452-_JPG.rf.62a4b532ed48050fa2f36ba09ea3f81d.jpg, 1, 0, 0
SPOILED-184-_JPG.rf.62cea6d27c093827eba7f8dc41aade4a.jpg, 0, 0, 1
HALF-FRESH-68-_JPG.rf.62a6357ce722afc411c321ad6f91e4fd.jpg, 0, 1, 0
SPOILED-10-_JPG.rf.63234a83ea503847020425b9f046cf54.jpg, 0, 0, 1
HALF-FRESH-323-_JPG.rf.633366b50e2cecaf337f1b65dd876bf9.jpg, 0, 1, 0
FRESH-167-_JPG.rf.6338dcf94409dc0ccd27b8be65ac78ba.jpg, 1, 0, 0
HALF-FRESH-593-_JPG.rf.636b55a97361564d2264dd7b6fd4729c.jpg, 0, 1, 0
HALF-FRESH-923-_JPG.rf.639f666e955a9e884a2e1323e2cf9162.jpg, 0, 1, 0
FRESH-615-_JPG.rf.63c8c017ace4c330d4bad1f799b76ce4.jpg, 1, 0, 0
HALF-FRESH-212-_JPG.rf.63d39f7d8c20d64dfcec2340238edfeb.jpg, 0, 1, 0
SPOILED-308-_JPG.rf.63d7ef6911fcd2f14a916cc65182c8b4.jpg, 0, 0, 1
HALF-FRESH-103-_JPG.rf.62ef772531acb7eb76a2ae6550511c7e.jpg, 0, 1, 0
FRESH-75-_JPG.rf.63da179af60430fb636c594883f726d2.jpg, 1, 0, 0
FRESH-467-_JPG.rf.6409a50156f8cae787fe461eb977d11f.jpg, 1, 0, 0
FRESH-949-_JPG.rf.6439bdcdc8ea9f4247a74477aa82fd2c.jpg, 1, 0, 0
SPOILED-118-_JPG.rf.646db37a0c54ac69bc8ea03bb3ed39f9.jpg, 0, 0, 1
HALF-FRESH-213-_JPG.rf.64d42845f4fca7ba1d2c2162621a7c50.jpg, 0, 1, 0
FRESH-705-_JPG.rf.651f729df34d1d5a8467bd9fd732f753.jpg, 1, 0, 0
HALF-FRESH-75-_JPG.rf.6512b63f6431d6f9836b4befb2d6eb5f.jpg, 0, 1, 0
FRESH-622-_JPG.rf.652b58d22ac7b5953737dbc22014d261.jpg, 1, 0, 0
HALF-FRESH-101-_JPG.rf.655ab5c17c60302d07a7b2248309848b.jpg, 0, 1, 0
FRESH-1-_JPG.rf.65663691924ca0aede3884b863267c98.jpg, 1, 0, 0
FRESH-545-_JPG.rf.65d2ce54b99e8e651db116b5abe2f6f9.jpg, 1, 0, 0
HALF-FRESH-261-_JPG.rf.65e66e989ee25854a2bb15e2cc2a8100.jpg, 0, 1, 0
HALF-FRESH-691-_JPG.rf.65f1803a177fc0f1b3b14a0fb35ff5e5.jpg, 0, 1, 0
FRESH-100-_JPG.rf.65e835ab6a2890785aade192d1e19549.jpg, 1, 0, 0
SPOILED-749-_JPG.rf.65f8c37152b1a8cd010934be13ee83d8.jpg, 0, 0, 1
HALF-FRESH-662-_JPG.rf.65f7e75ec99755a49acd890b21b49be7.jpg, 0, 1, 0
HALF-FRESH-557-_JPG.rf.6672e5cbb65fe28d86747de52a0654d6.jpg, 0, 1, 0
FRESH-345-_JPG.rf.66736f08114b704433f85809885f97a4.jpg, 1, 0, 0
FRESH-795-_JPG.rf.66cc6ca9e8103a040e372eeb17b3c275.jpg, 1, 0, 0
SPOILED-107-_JPG.rf.671c97998dac17c74ea3696ea213d73a.jpg, 0, 0, 1
SPOILED-119-_JPG.rf.674ca40eeeb7bf735312b19380d2846d.jpg, 0, 0, 1
SPOILED-991-_JPG.rf.6755b4d50f457223c97fc78eaaeb79d0.jpg, 0, 0, 1
SPOILED-407-_JPG.rf.6689c3e0f9c8c27f3ab75b46011c478d.jpg, 0, 0, 1
FRESH-906-_JPG.rf.6796a1941ec11cf8d3c6672e8fc84543.jpg, 1, 0, 0
FRESH-425-_JPG.rf.679903cb41f25387e32a0a6bd52fde36.jpg, 1, 0, 0
HALF-FRESH-239-_JPG.rf.67cd3bbeaa0edaafb7d1b0893747ec44.jpg, 0, 1, 0
HALF-FRESH-292-_JPG.rf.67f12855074c71dcf56a3c1271f57346.jpg, 0, 1, 0
HALF-FRESH-643-_JPG.rf.67f8d21df87bf7bcca030f3a4e6a0321.jpg, 0, 1, 0
FRESH-372-_JPG.rf.67fc132b63b038b64b444d029e4b26bb.jpg, 1, 0, 0
HALF-FRESH-394-_JPG.rf.68622cf200fbc5ef047c242b415d8bbf.jpg, 0, 1, 0
SPOILED-993-_JPG.rf.6882247e8e421d54cfd121fa82926171.jpg, 0, 0, 1
HALF-FRESH-77-_JPG.rf.6892cc3fd4a99d83c01429c4e9439959.jpg, 0, 1, 0
HALF-FRESH-979-_JPG.rf.6989f389233e2800389fa45c5da67770.jpg, 0, 1, 0
HALF-FRESH-211-_JPG.rf.6a895fbc92b764c21dcad57edecae268.jpg, 0, 1, 0
FRESH-958-_JPG.rf.69cd12855afe3e405d57ca824590dec7.jpg, 1, 0, 0
HALF-FRESH-276-_JPG.rf.6aa555d676bc720d0b11d956bce01b48.jpg, 0, 1, 0
FRESH-201-_JPG.rf.6ad929615006aee0084296e0f2f5b3ad.jpg, 1, 0, 0
SPOILED-434-_JPG.rf.6ae6bebea6430aedfc9476179e603148.jpg, 0, 0, 1
FRESH-685-_JPG.rf.6af4647bb13dbbc47ffb6f2a6b871316.jpg, 1, 0, 0
SPOILED-235-_JPG.rf.6b2f799f3b37a0a984fb211e76eded46.jpg, 0, 0, 1
FRESH-196-_JPG.rf.6b48a38d225053fc2f225b3a3f31c366.jpg, 1, 0, 0
SPOILED-249-_JPG.rf.6b435a30fd4b284c3391c1a6946c0a6c.jpg, 0, 0, 1
FRESH-413-_JPG.rf.6b96ba4aac988976040a7abcb06b040d.jpg, 1, 0, 0
FRESH-627-_JPG.rf.6bcd9a311edc5f0f71b4e8a41f864b6b.jpg, 1, 0, 0
FRESH-86-_JPG.rf.6bd563da7f6f2e67efadb9d33becf12c.jpg, 1, 0, 0
SPOILED-748-_JPG.rf.6bde419974871ff867333066d70affc1.jpg, 0, 0, 1
SPOILED-742-_JPG.rf.6c571f6b1f8f0412ece78f45490ffdf3.jpg, 0, 0, 1
HALF-FRESH-256-_JPG.rf.6c5767b808a0e57df6f63d713822414c.jpg, 0, 1, 0
FRESH-44-_JPG.rf.6c5dafed3deb514495f6977bb40fc153.jpg, 1, 0, 0
FRESH-624-_JPG.rf.6cc3471d27532590b7a2106e2604bb5a.jpg, 1, 0, 0
FRESH-922-_JPG.rf.6d0aa3ad4625d8451271a39b760b2948.jpg, 1, 0, 0
HALF-FRESH-306-_JPG.rf.6d35f7f81bfd76132304794b99dfce2e.jpg, 0, 1, 0
HALF-FRESH-61-_JPG.rf.6d40d10e44b52aebf28770376037c70a.jpg, 0, 1, 0
SPOILED-426-_JPG.rf.6d806d9f2e00b1076ae89cf28b7a9b19.jpg, 0, 0, 1
FRESH-137-_JPG.rf.6d5437f5a997321b0a8149bbede32b72.jpg, 1, 0, 0
HALF-FRESH-174-_JPG.rf.6d9f271a636fe82f35ab3e5a7710b9be.jpg, 0, 1, 0
FRESH-997-_JPG.rf.6df1a03584a3ff8679c03e96c71ab5a2.jpg, 1, 0, 0
SPOILED-1027-_JPG.rf.6e2096b39d64b9d02feddf927225185d.jpg, 0, 0, 1
HALF-FRESH-787-_JPG.rf.6e4971fca479ed492635f8780c18d055.jpg, 0, 1, 0
HALF-FRESH-768-_JPG.rf.6ea1e5dd03f4b169d6057d60a1b2b8b7.jpg, 0, 1, 0
HALF-FRESH-129-_JPG.rf.6eb0ee56c00a6f0b29c03c1102a24f2d.jpg, 0, 1, 0
HALF-FRESH-294-_JPG.rf.6eb1695c349b39be4e11a658e9d32869.jpg, 0, 1, 0
SPOILED-456-_JPG.rf.6eb1c1aae020074ea2ee26a74c5e7a2d.jpg, 0, 0, 1
HALF-FRESH-357-_JPG.rf.6ed11cba0589ca2aa4f6ef81b891d310.jpg, 0, 1, 0
HALF-FRESH-1008-_JPG.rf.6efa9b0e5394f9cfc9022fa79a152f0f.jpg, 0, 1, 0
FRESH-19-_JPG.rf.6f2b4e647d1cb28b5b458be08f7fb176.jpg, 1, 0, 0
SPOILED-1018-_JPG.rf.6f665e6a8d10641d98fe1ddcd9a43b2d.jpg, 0, 0, 1
FRESH-763-_JPG.rf.6f740a69393a4567c153f857810b3b46.jpg, 1, 0, 0
SPOILED-1014-_JPG.rf.6fa74d8e931f9ef1d1ae0d1d971801aa.jpg, 0, 0, 1
SPOILED-405-_JPG.rf.6fdb129e70c8a32138c20cfd24389b37.jpg, 0, 0, 1
SPOILED-1005-_JPG.rf.6fe1728fc31208d0b2afa8aee81204ef.jpg, 0, 0, 1
FRESH-538-_JPG.rf.70028baec8337749af5ce598b2d2a60b.jpg, 1, 0, 0
SPOILED-47-_JPG.rf.70041f0f76233b69d610fa4bd69811be.jpg, 0, 0, 1
SPOILED-486-_JPG.rf.7034fc50427350753f67cf548dc809b0.jpg, 0, 0, 1
FRESH-960-_JPG.rf.7040eb0a51a5fbe9289a9185acace603.jpg, 1, 0, 0
HALF-FRESH-317-_JPG.rf.7082504e932ff8aa25a256d38176933c.jpg, 0, 1, 0
SPOILED-297-_JPG.rf.708ab9bec481b8b70e8652469184c1ad.jpg, 0, 0, 1
HALF-FRESH-313-_JPG.rf.710a94749ca52b85519998b1d6c2a57e.jpg, 0, 1, 0
SPOILED-109-_JPG.rf.713ff1a15efc937eeb3ddf0baff9f5bb.jpg, 0, 0, 1
FRESH-739-_JPG.rf.714ac9d919154130accf2d1a01265ab7.jpg, 1, 0, 0
FRESH-291-_JPG.rf.715fefcbe9e95b40505996f79fb8d635.jpg, 1, 0, 0
FRESH-217-_JPG.rf.7161e932247411803c3d6b595a5f134d.jpg, 1, 0, 0
FRESH-787-_JPG.rf.718718921fc26947cf9a10ea596ac171.jpg, 1, 0, 0
HALF-FRESH-670-_JPG.rf.71fdc122e3109646c1783729ca8922e5.jpg, 0, 1, 0
FRESH-92-_JPG.rf.725916a9817264c2c1b624929acb3eff.jpg, 1, 0, 0
FRESH-479-_JPG.rf.72a75798441bcc57bb46c26faf07008b.jpg, 1, 0, 0
FRESH-775-_JPG.rf.72a8389b004f30d095410afd92fad963.jpg, 1, 0, 0
HALF-FRESH-734-_JPG.rf.72b5a92eb711997908a9d472e0ab28f6.jpg, 0, 1, 0
HALF-FRESH-972-_JPG.rf.72dd24572fc70680e5255bf3c24e7520.jpg, 0, 1, 0
FRESH-96-_JPG.rf.73489d1568457e2a831ab14a2367a861.jpg, 1, 0, 0
HALF-FRESH-654-_JPG.rf.7367551129a4dc973076bb79a28413d0.jpg, 0, 1, 0
HALF-FRESH-233-_JPG.rf.738478d7d910805e20b1264494eadb0c.jpg, 0, 1, 0
SPOILED-160-_JPG.rf.73861b130edfb6d5fb50b8e43be293db.jpg, 0, 0, 1
SPOILED-462-_JPG.rf.73cc1ab5a1d0b9752ba30b8dda8227e7.jpg, 0, 0, 1
FRESH-316-_JPG.rf.73e7f02fb4fde5760f9a4fddb98e3fcf.jpg, 1, 0, 0
SPOILED-727-_JPG.rf.740daa0e4720f45e716f9139d1c46cd8.jpg, 0, 0, 1
HALF-FRESH-15-_JPG.rf.745ca285231fef9cf5e1a2c577913b64.jpg, 0, 1, 0
SPOILED-395-_JPG.rf.7466166815f0dd6579a1ce72a7e70a66.jpg, 0, 0, 1
